title,price_base,cpu_cores,cpu_threads,ram_size,storage_size,screen_size,raw_specs_count,ram_type_DDR3,ram_type_DDR3L,ram_type_DDR4,ram_type_DDR4X,ram_type_DDR5,ram_type_DDR5X,ram_type_DDR6,ram_type_RAM_TYPE,brand_score,cpu_gen,cpu_performance_score,cpu_brand_Intel,cpu_brand_AMD,gpu_vram,gpu_brand_te,gpu_class_te,screen_brightness_nits,screen_srgb_percent,screen_ntsc_percent,screen_anti_glare,battery_wh,battery_cells,res_width,res_height,res_total_pixels,gpu_brand_AMD,gpu_brand_Intel,gpu_brand_NVIDIA,gpu_brand_Other,gpu_brand_Unknown,gpu_class_Discrete,gpu_class_Integrated,gpu_class_Unknown
Laptop MSI Gaming Thin A15 B7UC-026VN,13890000,,,8,512,15.6,12,0,0,0,0,1,0,0,0,19.22594366,0,40,0,1,4,22581061.71,22201242.5,300,65,45,0,53,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop ASUS VivoBook S433EA,19990000,,,8,512,14,22,0,0,1,0,0,0,0,0,19.29295488,0,40,1,0,0,13899279.02,13824684.62,300,100,45,0,50,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop ASUS ROG Strix G16 G614JV-N4156W,40990000,14,,16,512,16,24,0,0,0,0,1,0,0,0,19.29295488,0,40,1,0,8,22432546.13,21948747.84,500,100,45,1,90,3,2560,1600,4096000,0,0,1,0,0,1,0,0
Laptop ASUS TUF Gaming F15 FX507VV-LP304W,32990000,,,16,1024,15.6,12,0,0,0,0,1,0,0,0,19.29295488,0,40,1,0,8,22581061.71,22201242.5,250,100,72,1,90,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Gaming Acer Nitro 5 Tiger AN515-58-52SP NH.QFHSV.001,13790000,,,24,512,15.6,22,0,0,1,0,0,0,0,0,16.07846154,0,50,1,0,4,22506376.81,22179527.09,300,100,45,0,5,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Gigabyte AORUS 17 XE5 73VN534GH,29090000,,,16,1024,17.3,21,0,0,0,0,1,0,0,0,20.8272549,0,40,1,0,8,22506376.81,22179527.09,300,100,72,0,99,4,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop MSI Gaming Thin 15 B12UCX-1419VN,17990000,,,8,512,15.6,20,0,0,1,0,0,0,0,0,19.22594366,0,40,0,0,4,22439261.99,22025531.55,300,100,45,0,4,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop ASUS Zenbook A14 UX3407QA-QD299WS,29990000,8,8,16,512,14,28,0,0,0,0,0,1,0,0,19.29295488,0,40,0,0,0,19030740.74,13704626.75,400,100,45,0,70,3,1920,1200,2304000,0,0,0,1,0,0,1,0
Laptop Lenovo V15 G4 IAH 83FS0032VN,10190000,,,16,512,15.6,21,0,0,1,0,0,0,0,0,17.96314815,0,40,1,0,0,13757866.76,13710496.13,300,100,45,0,38,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Dell Inspiron 3501 5580BLK - Nhập khẩu chính hãng,19990000,,,,256,15.6,18,0,0,1,0,0,0,0,0,14.56805085,0,40,1,0,0,13841510.26,13704626.75,300,100,45,0,42,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Lenovo Ideapad Gaming 3 15IMH05 81Y4006SVN,20990000,,,,512,15.6,13,0,0,0,0,0,0,0,0,17.96314815,0,40,1,0,4,22506376.81,22179527.09,300,100,45,0,48,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Asus VivoBook Go 14 E1404FA-NK177W,14490000,4,8,16,512,14,22,0,0,0,0,1,0,0,0,19.29295488,7,81.9,0,1,0,13359707.6,13710496.13,250,100,45,1,42,3,1920,1080,2073600,1,0,0,0,0,0,1,0
Laptop Asus Zenbook 14 Flip OLED UP3404VA-KN039W,33990000,12,16,16,512,14,23,0,0,0,0,1,0,0,0,19.29295488,0,70,1,0,0,13792440.69,13719959.95,550,100,45,0,75,3,2880,1800,5184000,0,1,0,0,0,0,1,0
Laptop Asus Vivobook 16X M1603QA-MB123W,11590000,,,8,512,16,17,0,0,1,0,0,0,0,0,19.29295488,5,84.5,0,1,0,13296713.48,13630870.22,300,100,45,0,50,3,1920,1200,2304000,1,0,0,0,0,0,1,0
Laptop Asus Zenbook UX325EA KG656W,24790000,,,8,512,13.3,22,0,0,0,1,0,0,0,0,19.29295488,0,40,1,0,0,13841510.26,13704626.75,300,100,45,0,67,4,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Dell XPS 13 9350 71058714,60990000,8,8,16,1024,13.4,27,0,0,0,0,0,1,0,0,14.56805085,0,40,1,0,0,13757866.76,13710496.13,300,100,45,0,55,3,2560,1600,4096000,0,1,0,0,0,0,1,0
Laptop HP Envy X360 14-FA0047AU A19BPPA,22590000,,,16,1024,14,24,0,0,0,0,1,0,0,0,13.10868263,0,40,0,1,0,13296713.48,13630870.22,400,100,45,0,59,3,2880,1800,5184000,1,0,0,0,0,0,1,0
Laptop Gaming Acer Nitro 5 AN515-57-5669 NH.QEHSV.001,23990000,,,8,512,15.6,21,0,0,1,0,0,0,0,0,16.07846154,0,40,1,0,4,22768891.99,22340518,300,100,45,0,57,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Gaming Acer Nitro 5 Eagle AN515-57-54MV NH.QENSV.003,26490000,,,8,512,15.6,21,0,0,1,0,0,0,0,0,16.07846154,0,40,1,0,4,22581061.71,22201242.5,300,100,45,0,5,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Lenovo Ideapad 3 15IAU7 82RK001MVN,5890000,,,8,512,15.6,22,0,0,1,0,0,0,0,0,17.96314815,0,40,1,0,0,13792440.69,13719959.95,250,100,45,0,45,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop gaming MSI GF63 Thin 11SC 662VN,23990000,,,8,512,15.6,20,0,0,1,0,0,0,0,0,16.07846154,0,40,1,0,4,22432546.13,21948747.84,300,100,45,0,51,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Acer Aspire 3 (A315-34-P3LC NX.HE3SV.004) ĐEN,5990000,,,4,256,15.6,10,0,0,1,0,0,0,0,0,13.98517266,0,40,1,0,0,13792440.69,13719959.95,300,100,45,0,7,3,1366,768,1049088,0,1,0,0,0,0,1,0
Laptop Lenovo Ideapad Flex 5 14ARE05 81X2008XVN,18790000,,,,512,14,14,0,0,0,0,0,0,0,0,17.96314815,0,40,0,1,0,13359707.6,13710496.13,300,100,45,0,5,3,1920,1080,2073600,1,0,0,0,0,0,1,0
Laptop ASUS VivoBook 14X OLED K3405ZF-KM184W,25990000,,,16,512,14,21,0,0,1,0,0,0,0,0,19.29295488,0,40,1,0,4,22432546.13,21948747.84,600,100,45,0,63,3,2880,1800,5184000,0,0,1,0,0,1,0,0
Laptop ASUS Vivobook S 14 OLED S5406MA-PP046WS,26990000,,,16,512,14,28,0,0,0,0,0,1,0,0,19.29295488,0,40,1,0,0,13841510.26,13704626.75,400,100,45,0,75,3,2880,1800,5184000,0,1,0,0,0,0,1,0
Laptop HP Pavilion 14-DV0510TU 46L79PA,18990000,,,8,512,14,18,0,0,1,0,0,0,0,0,13.10868263,1,53,0,0,0,13757866.76,13710496.13,300,100,45,0,41,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Asus TUF Gaming F15 FX507ZC4-HN074W,25990000,12,,8,512,15.6,23,0,0,1,0,0,0,0,0,19.29295488,0,40,1,0,4,22506376.81,22179527.09,250,62.5,45,1,56,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Acer Swift X AI OLED SFX14-72G-79UW,39990000,16,22,32,1024,14.5,29,0,0,0,0,0,1,0,0,13.98517266,0,40,1,0,8,22432546.13,21948747.84,400,100,45,0,76,3,2880,1800,5184000,0,0,1,0,0,1,0,0
Laptop HP Pavilion 15-EG00504TU 46M00PA,22990000,,,8,512,15.6,21,0,0,1,0,0,0,0,0,13.10868263,0,40,1,0,0,13792440.69,13719959.95,300,100,45,0,4,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Lenovo Legion Slim 5 16IRH8 82YA00BTVN,16490000,12,16,8,512,16,25,0,0,0,0,1,0,0,0,17.96314815,0,40,1,0,6,22768891.99,22340518,300,100,45,1,80,3,2560,1600,4096000,0,0,1,0,0,1,0,0
Laptop Acer Aspire A315 54 52HT-,5990000,,,12,256,15.6,20,0,0,1,0,0,0,0,0,13.98517266,0,50,1,0,0,13654235.33,13630870.22,300,100,45,0,48,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Dell Inspiron 15 3520 YTC9K,13990000,10,12,8,256,15.6,22,0,0,1,0,0,0,0,0,14.56805085,0,40,1,0,0,13899279.02,13824684.62,250,100,45,1,41,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop ASUS Gaming V16 V3607VM-RP044W,37990000,10,16,16,1024,16,26,0,0,0,0,1,0,0,0,19.29295488,0,40,1,0,8,22432546.13,21948747.84,300,100,45,1,63,3,1920,1200,2304000,0,0,1,0,0,1,0,0
Laptop ASUS Gaming Vivobook K3605ZC-RP629W,14190000,,,16,512,16,25,0,0,1,0,0,0,0,0,19.29295488,0,50,1,0,4,22506376.81,22179527.09,300,100,45,1,50,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop ASUS ZenBook UX371EA-HL725WS,41990000,,8,16,1024,13.3,19,0,0,0,1,0,0,0,0,19.29295488,0,40,1,0,0,13899279.02,13824684.62,300,100,45,0,67,4,3840,2160,8294400,0,1,0,0,0,0,1,0
Laptop ASUS ZenBook Duo UX481FL-BM049T,39990000,,,,1024,14,10,0,0,0,0,0,0,0,0,19.29295488,0,40,1,0,2,22768891.99,22340518,300,100,72,0,70,4,1080,1920,2073600,0,0,1,0,0,1,0,0
Laptop HP Elite C1030 Chromebook 369Z5UC,8090000,,8,16,512,13.3,23,0,0,1,0,0,0,0,0,13.10868263,0,40,1,0,0,13757866.76,13710496.13,300,100,45,0,54,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Dell Inspiron 5502 1Xr11,21590000,,,8,512,15.6,17,0,0,1,0,0,0,0,0,14.56805085,0,40,1,0,0,13792440.69,13719959.95,300,100,45,1,53,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Lenovo IdeaPad 1 14ALC7 82R30099VN,12790000,6,12,16,512,14,26,0,0,1,0,0,0,0,0,17.96314815,5,58.5,0,1,0,13485502.96,13824684.62,250,100,45,1,42,3,1920,1080,2073600,1,0,0,0,0,0,1,0
Laptop ASUS TUF Gaming FA506IV-HN202T,32990000,,,16,1024,15.6,21,0,0,1,0,0,0,0,0,19.29295488,4,106.6,0,1,6,22432546.13,21948747.84,300,100,45,0,90,4,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Lenovo LOQ 15IAX9 83GS001SVN,20990000,,,,512,15.6,23,0,0,0,0,1,0,0,0,17.96314815,0,40,1,0,4,22581061.71,22201242.5,300,100,45,1,60,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop MSI Modern 15 B7M-099VN,14490000,,,8,512,15.6,16,0,0,1,0,0,0,0,0,19.22594366,7,81.9,0,1,0,13359707.6,13710496.13,300,100,45,0,48,3,1920,1080,2073600,1,0,0,0,0,0,1,0
Laptop MSI Modern 15 A11M,19990000,,,8,512,15.6,20,0,0,1,0,0,0,0,0,19.22594366,0,40,1,0,0,13757866.76,13710496.13,300,100,45,0,52,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop MSI Modern 14 C7M-221VN,11790000,8,16,8,512,14,22,0,0,1,0,0,0,0,0,19.22594366,0,40,0,1,0,13485502.96,13824684.62,300,100,45,1,3,3,1920,1080,2073600,1,0,0,0,0,0,1,0
Laptop Acer Aspire 3 A315-58-382Z NX.ADDSV.00K,12990000,,,8,256,15.6,21,0,0,1,0,0,0,0,0,13.98517266,0,40,1,0,0,13757866.76,13710496.13,300,100,45,0,7,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Dell Inspiron 15 3520 70298438,19795000,10,12,8,512,15.6,21,0,0,1,0,0,0,0,0,14.56805085,0,40,1,0,0,13757866.76,13710496.13,250,100,45,1,41,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop ASUS ROG Zephyrus G16 GA605WV-QR142WS,59990000,12,24,32,1024,16,25,0,0,0,0,0,1,0,0,19.29295488,0,40,0,1,8,22506376.81,22179527.09,500,100,45,0,90,3,2560,1600,4096000,0,0,1,0,0,1,0,0
Laptop Lenovo Gaming Legion 5 15ARH05 82B500GUVN,24990000,,,8,512,15.6,20,0,0,1,0,0,0,0,0,17.96314815,0,40,0,1,4,22768891.99,22340518,300,100,45,0,60,4,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Acer Aspire 3 A315-510P-32EF NX.KDHSV.001,5490000,,,8,256,15.6,21,0,0,0,0,1,0,0,0,13.98517266,0,30,1,0,0,13757866.76,13710496.13,300,100,45,0,48,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop ASUS ROG Strix G16 G615LR-S5238W,58990000,20,20,32,1024,16,24,0,0,0,0,1,0,0,0,19.29295488,0,40,1,0,12,22439261.99,22025531.55,500,100,45,1,90,3,2560,1600,4096000,0,0,1,0,0,1,0,0
Laptop Dell Inspiron 15 3530 N5I5791W1,13990000,,,16,512,15.6,24,0,0,1,0,0,0,0,0,14.56805085,0,57.5,1,0,0,13654235.33,13630870.22,250,100,45,1,41,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Acer Aspire Lite AL16-51P-55N7 NX.KX0SV.001,14990000,10,12,16,512,16,27,0,0,0,0,1,0,0,0,13.98517266,0,40,1,0,0,13757866.76,13710496.13,300,100,45,0,58,3,1920,1200,2304000,0,1,0,0,0,0,1,0
Laptop Lenovo Ideapad S340-14IIL 81VV,7090000,,,8,512,14,23,0,0,1,0,0,0,0,0,17.96314815,0,50,1,0,0,13841510.26,13704626.75,300,100,45,0,48,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Lenovo ThinkBook 13s G3 ACN 20YA0039VN,25890000,8,16,8,512,13.3,25,0,0,0,1,0,0,0,0,17.96314815,5,76.5,0,1,0,13485502.96,13824684.62,300,100,45,1,56,3,1920,1200,2304000,1,0,0,0,0,0,1,0
Laptop Dell Vostro 5490 70223128,7490000,,,8,128,14,24,0,0,1,0,0,0,0,0,14.56805085,0,70,1,0,2,22439261.99,22025531.55,300,100,45,0,48,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Asus Zenbook 14 OLED UX3402ZA KM218W,20090000,,,8,512,14,22,0,0,0,0,1,0,0,0,19.29295488,0,40,1,0,0,13654235.33,13630870.22,600,100,45,0,75,3,2880,1800,5184000,0,1,0,0,0,0,1,0
Laptop ASUS Gaming VivoBook K3605ZC-RP564W,25290000,,,16,512,16,27,0,0,1,0,0,0,0,0,19.29295488,0,40,1,0,4,22581061.71,22201242.5,300,100,45,1,50,3,1920,1200,2304000,0,0,1,0,0,1,0,0
Laptop HP Pavilion 14-DV0041TU 2H3L0PA,6290000,,,4,256,14,22,0,0,1,0,0,0,0,0,13.10868263,0,40,1,0,0,13792440.69,13719959.95,300,100,45,1,41,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop HP Elitebook 630 G9 6M142PA,14700000,,12,8,256,13.3,21,0,0,0,0,0,0,0,0,13.10868263,0,40,1,0,0,13757866.76,13710496.13,300,100,45,0,42,3,1080,1920,2073600,0,1,0,0,0,0,1,0
Laptop Gigabyte G5 GE-51VN263SH,21700000,,,8,512,15.6,22,0,0,1,0,0,0,0,0,20.8272549,0,40,1,0,4,22432546.13,21948747.84,300,100,45,0,54,4,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop ASUS Gaming ROG Strix Scar G15 G533QR-HQ098T,59990000,,,16,1024,15.6,18,0,0,1,0,0,0,0,0,19.29295488,5,157.5,0,1,8,22506376.81,22179527.09,300,100,45,0,90,4,2560,1440,3686400,0,0,1,0,0,1,0,0
Laptop MSI Katana 15 B13VEK-252VN,32990000,10,16,8,512,15.6,24,0,0,0,0,1,0,0,0,19.22594366,13,141.7,1,0,6,22506376.81,22179527.09,250,100,45,0,5,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Fujitsu UH-X 9U13A3 4ZR1J37872,21400000,,,16,512,13.3,19,0,0,0,1,0,0,0,0,12.11,0,40,1,0,0,13841510.26,13704626.75,300,100,45,0,64,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop ASUS ROG Strix G15 G513IC-HN002T,27490000,,16,8,512,15.6,20,0,0,1,0,0,0,0,0,19.29295488,0,40,0,1,4,22506376.81,22179527.09,300,100,45,0,56,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop ASUS Vivobook S 14 OLED S5406MA-PP046WS,26990000,,,16,512,14,28,0,0,0,0,0,1,0,0,19.29295488,0,40,1,0,0,13757866.76,13710496.13,400,100,45,0,75,3,2880,1800,5184000,0,1,0,0,0,0,1,0
Laptop Gaming Acer Nitro 5 AN515-45-R3SM NH.QBMSV.005,23490000,,,8,512,15.6,20,0,0,1,0,0,0,0,0,16.07846154,5,84.5,0,1,4,22581061.71,22201242.5,300,100,45,0,57,4,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop HP Pavilion 15-EG2034TX 6K780PA,23400000,,,8,512,15.6,19,0,0,1,0,0,0,0,0,13.10868263,0,40,1,0,2,22768891.99,22340518,250,100,45,0,41,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Lenovo LOQ 15IAX9 83GS000RVN,25990000,8,12,16,512,15.6,25,0,0,0,0,1,0,0,0,17.96314815,0,40,1,0,6,22432546.13,21948747.84,300,100,45,1,60,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Dell Inspiron 15 3520 6HD73,19990000,,12,16,512,15.6,21,0,0,1,0,0,0,0,0,14.56805085,0,40,1,0,0,13841510.26,13704626.75,300,100,45,1,41,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Acer Aspire 5 A514-56P-35X7 NX.KHRSV.001,7690000,,,8,512,14,19,0,0,0,0,1,0,0,0,13.98517266,0,40,1,0,0,13757866.76,13710496.13,300,100,45,0,50,3,1920,1200,2304000,0,1,0,0,0,0,1,0
Laptop Lenovo Ideapad 3 15ALC6,19990000,,,8,256,15.6,20,0,0,1,0,0,0,0,0,17.96314815,5,58.5,0,1,0,13485502.96,13824684.62,300,100,45,0,45,3,1920,1080,2073600,1,0,0,0,0,0,1,0
Laptop Dell Inspiron 16 5625,11890000,,,16,1024,16,11,0,0,1,0,0,0,0,0,14.56805085,0,40,0,1,0,13296713.48,13630870.22,300,100,45,0,54,4,1920,1200,2304000,1,0,0,0,0,0,1,0
Laptop Dell Vostro 5515,11690000,,,8,512,15.6,19,0,0,1,0,0,0,0,0,14.56805085,5,58.5,0,1,0,13485502.96,13824684.62,300,100,45,0,54,4,1920,1080,2073600,1,0,0,0,0,0,1,0
Laptop HP 240 G8 342G7PA,11990000,,,4,256,14,18,0,0,1,0,0,0,0,0,13.10868263,0,40,1,0,0,13841510.26,13704626.75,300,100,45,0,41,3,1366,768,1049088,0,1,0,0,0,0,1,0
Laptop ASUS VivoBook R564JA-UH31T,13990000,,,8,128,15.6,18,0,0,1,0,0,0,0,0,19.29295488,0,40,1,0,0,13841510.26,13704626.75,300,100,45,0,37,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Asus TUF Gaming F15 FX507ZU4-LP520W,34990000,14,,16,512,15.6,22,0,0,1,0,0,0,0,0,19.29295488,0,40,1,0,6,22439261.99,22025531.55,250,100,72,1,90,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Dell Vostro 5515 K4Y9X1,22190000,,,8,512,15.6,19,0,0,1,0,0,0,0,0,14.56805085,5,58.5,0,1,0,13343287.67,13719959.95,300,100,45,0,54,4,1920,1080,2073600,1,0,0,0,0,0,1,0
Laptop HP Pavilion 15-EG2058TU 6K788PA,16800000,,,8,256,15.6,18,0,0,1,0,0,0,0,0,13.10868263,0,40,1,0,0,13792440.69,13719959.95,250,100,45,0,41,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Asus Vivobook Pro N7600ZE-L2010W,41300000,,,16,1024,16,22,0,0,0,0,1,0,0,0,19.29295488,0,40,1,0,0,22432546.13,21948747.84,550,100,45,0,96,3,3840,2400,9216000,0,0,1,0,0,1,0,0
Laptop ASUS ExpertBook B1 B1502CBA-EJ0550,9790000,,,16,512,15.6,18,0,0,1,0,0,0,0,0,19.29295488,0,40,1,0,0,13792440.69,13719959.95,220,100,45,1,42,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Dell Inspiron 3501 NK5CK - Nhập khẩu chính hãng,15990000,,,8,1024,15.6,17,0,0,0,0,0,0,0,0,14.56805085,0,40,0,0,0,13757866.76,13710496.13,300,100,45,0,48,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop HP 340S G7 36A43PA,14700000,,,8,256,14,21,0,0,1,0,0,0,0,0,13.10868263,0,40,1,0,0,13841510.26,13704626.75,300,100,45,0,4,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Lenovo LOQ 15APH8 82XT00BTVN,26990000,6,12,16,512,15.6,25,0,0,0,0,1,0,0,0,17.96314815,7,122.85,0,1,6,22439261.99,22025531.55,350,100,45,1,60,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Lenovo ThinkBook 16 G6 IRL 21KH00W8VN,20490000,8,,16,512,16,26,0,0,0,0,1,0,0,0,17.96314815,0,40,1,0,0,13757866.76,13710496.13,300,100,45,1,71,3,1920,1200,2304000,0,1,0,0,0,0,1,0
Laptop ASUS VivoBook A415EP-EB116T,18390000,,,,512,14,15,0,0,0,0,0,0,0,0,19.29295488,0,40,1,0,2,22768891.99,22340518,300,100,45,0,42,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Acer Aspire 5 A514-54-501Z NX.A25AA.001,12290000,,,8,256,14,15,0,0,1,0,0,0,0,0,13.98517266,0,40,1,0,0,13654235.33,13630870.22,250,100,45,0,48,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop ASUS TUF Gaming A14 FA401WV-RG062WS,44990000,,,16,1024,14,24,0,0,0,0,0,1,0,0,19.29295488,0,40,0,1,8,22581061.71,22201242.5,400,100,45,1,73,3,2560,1600,4096000,0,0,1,0,0,1,0,0
Laptop Acer Swift 3SF314-59-568P NX.A0MSV.002,19990000,,,8,1024,14,20,0,0,0,1,0,0,0,0,13.98517266,0,40,1,0,0,13841510.26,13704626.75,300,100,45,0,48,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Asus TUF Gaming F15 FX506HE-HN377W,22990000,8,,8,512,15.6,23,0,0,1,0,0,0,0,0,19.29295488,0,40,1,0,4,22432546.13,21948747.84,250,62.5,45,1,48,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Lenovo ThinkPad L13 Yoga Gen 2,21990000,,,16,512,13.3,22,0,0,1,0,0,0,0,0,17.96314815,0,40,1,0,0,13899279.02,13824684.62,300,100,45,0,46,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Lenovo IdeaPad Slim 3 16IRH10 83K20001VN,22990000,10,16,16,512,16,27,0,0,0,0,1,0,0,0,17.96314815,0,40,1,0,0,13792440.69,13719959.95,300,100,45,1,60,3,1920,1200,2304000,0,1,0,0,0,0,1,0
Laptop Lenovo Yoga Slim 6 14IRH8 83E0000VVN,24990000,14,20,16,512,14,23,0,0,0,0,0,1,0,0,17.96314815,0,40,1,0,0,13792440.69,13719959.95,400,100,45,0,65,3,1920,1200,2304000,0,1,0,0,0,0,1,0
Laptop MSI Gaming Bravo 15 B5DD-279VN,11090000,,,8,512,15.6,23,0,0,1,0,0,0,0,0,19.22594366,0,50,0,1,4,13343287.67,22201242.5,300,100,45,1,52,3,1920,1080,2073600,1,0,0,0,0,1,0,0
Laptop LG Gram 2023 14Z90R-G.AH53A5-Đen,28990000,12,,8,256,14,21,0,0,0,0,1,0,0,0,22.43294118,0,40,1,0,0,13792440.69,13719959.95,350,100,45,1,72,3,1920,1200,2304000,0,1,0,0,0,0,1,0
Laptop Acer Aspire 3 A315-34-P26U NX.HE3SV.00H,3890000,,,4,256,15.6,18,0,0,1,0,0,0,0,0,13.98517266,0,40,1,0,0,13899279.02,13824684.62,300,100,45,0,36,2,1366,768,1049088,0,1,0,0,0,0,1,0
Laptop Lenovo Legion Pro 7 16IRX8H,31690000,,,32,1024,16,22,0,0,0,0,1,0,0,0,17.96314815,0,40,1,0,12,22439261.99,22025531.55,500,100,45,0,8,3,2560,1600,4096000,0,0,1,0,0,1,0,0
Laptop Dell Insprion 3593 70205744,14990000,,,4,256,15.6,14,0,0,1,0,0,0,0,0,14.56805085,0,40,1,0,2,22768891.99,22340518,300,100,45,0,48,3,1080,1920,2073600,0,0,1,0,0,1,0,0
Laptop HP Pavilion 14-ce3026TU 8WH93PA,17490000,,,8,512,14,14,0,0,0,0,0,0,0,0,13.10868263,0,40,1,0,0,13899279.02,13824684.62,250,100,45,0,41,3,1080,1920,2073600,0,1,0,0,0,0,1,0
Laptop ASUS VivoBook Flip 14 TM420UA-EC022T,18190000,,,8,512,14,18,0,0,1,0,0,0,0,0,19.29295488,0,40,0,1,0,13206010.78,13704626.75,300,100,45,0,48,3,1920,1080,2073600,1,0,0,0,0,0,1,0
Laptop ASUS TUF Gaming A15 FA507NUR-LP101W,28490000,,,16,512,15.6,24,0,0,0,0,1,0,0,0,19.29295488,7,122.85,0,1,6,22581061.71,22201242.5,250,100,72,1,90,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Asus Zenbook UX425EA BM069T,24690000,,,8,512,14,22,0,0,0,1,0,0,0,0,19.29295488,0,50,1,0,0,13841510.26,13704626.75,300,100,45,1,48,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop ASUS Vivobook X515EP-EJ448W,20540000,,,8,512,15.6,22,0,0,1,0,0,0,0,0,19.29295488,0,40,1,0,2,22581061.71,22201242.5,200,100,45,0,37,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Asus Vivobook Slate T3300KA - LQ038W,19990000,,,8,256,13.3,18,0,0,0,0,1,0,0,0,19.29295488,0,40,0,0,0,13757866.76,13710496.13,550,100,45,0,50,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Dell Inspiron 15 3520-5810BLK 102F0,13990000,4,8,8,256,15.6,22,0,0,1,0,0,0,0,0,14.56805085,0,40,1,0,0,13792440.69,13719959.95,250,100,45,1,48,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop ASUS TUF Dash F15 FX517ZE-HN045W,25500000,,,8,512,15.6,19,0,0,0,0,1,0,0,0,19.29295488,0,40,1,0,0,22506376.81,22179527.09,300,100,45,0,76,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Acer Swift 3 SF314-512-56QN NX.K0FSV.002,24790000,12,16,16,512,14,18,0,0,0,1,0,0,0,0,13.98517266,0,40,1,0,0,13792440.69,13719959.95,300,100,45,0,56,3,2560,1440,3686400,0,1,0,0,0,0,1,0
Laptop Dell Inspiron 3505 i3505-A542BLK,14100000,,,8,256,15.6,20,0,0,1,0,0,0,0,0,14.56805085,3,53.1,0,1,0,13485502.96,13824684.62,300,100,45,0,48,3,1920,1080,2073600,1,0,0,0,0,0,1,0
Laptop Lenovo Yoga Slim 7 14IMH9 83CV00AJVN,29490000,16,22,32,1024,14,28,0,0,0,0,0,1,0,0,17.96314815,0,40,1,0,0,13899279.02,13824684.62,400,100,45,0,65,3,1920,1200,2304000,0,1,0,0,0,0,1,0
